seed,winner,turns,commands,damage,final_hash
1252,Red,21,20,300,22bb259bce6144b3ce7e8bb46338da70f91a4b09a70b6153c8f4bba59269a9a6
1253,Blue,28,27,381,42ed4b13975cf6d9c5d1b0d5aeb5a0a257515dd4028bd7631e568ff104f06f23
1254,Red,23,22,371,560b9d5dee418f9ceeaaebab5852531c06f6373b6e2bd00417ec87078f557b4a
1255,Red,33,32,361,088a5107a9d99c05685afe938afd6da758cae63f214267f4068dc638e190a5ac
1256,Blue,26,25,394,9944570367312469f8345e54e7b91351bc2d1b12e6b1c78dc67556a5213c38e6
1257,Red,29,28,388,52d96ddaa84bf88e12955959cb262466fb478ebf804bd7eeabd19ec6aa886bc6
1258,Blue,26,25,327,be5194118c0da42c7113d6ee005b66301324f83ebe1841191379988b76a217c3
1259,Red,25,24,371,71b3a4cc1dbfcb26ab0984ca5c2a02809c1348effefbc7fee31818080549c02e
1260,Red,27,26,384,6cbf96cfc2781bc2c97cb4c6ca1d9732492bec930b7b75508272cbb57304e7d3
1261,Blue,26,25,334,a83babfb9f008230815b5aac9ecda41737e9734936ad0d17ff2c5d42a3371bcc
1262,Blue,24,23,319,3319580f299bd8de8a76116f76328aefe3870361318598979c8bd22db4384553
1263,Red,23,22,387,c6dfc393f251c709bcf173408094b93e3b604e44e73b378f77c6fa1d3b8f07e8
1264,Red,37,36,399,d7fe27ffd84a8158b2efafb88efd67b8c9ecdc770e39988ae4fcce6eb8539e73
1265,Red,27,26,373,8b4a478086b39abd01b69b17f5926595a141a3337aaec55dc2d43442ddfdffbb
1266,Blue,26,25,386,2895ca34251d4a7d6f5a684c4fb37d0076b9b6fc139f3b34f54bef78ddd61e0e
1267,Red,17,16,300,90900393b5c3c6ae4c1a0a988bbe5c7943b8d06cb0ceb1a2ca2729cd81124d59
1268,Blue,22,21,349,9d37839697400175b21e3a32776afc9ae00e5d466ec6423db19db7fb1696d57e
1269,Red,27,26,397,3cae1df0f7d702e50e1de74a5a387b2195bd5c659474a98f3d7034dee951d902
1270,Red,23,22,386,047b6bd83c97ab21ae953cbc1ed54ebe4d923fa62037a86663adf705ca98cc05
1271,Blue,28,27,360,2a913919075b3d5338fe74f5215014c2111bf59c1fbf7177f559609196036f50
1272,Red,27,26,386,a097ebc2a2d88d563a3ef9992fa21de3014ff8821f3a3e76b72f8062ab68be8b
1273,Blue,24,23,360,5fd60eb9eb71473baa58239963e40f71a54b029607b6472fe041b3bf257d88c2
1274,Draw,201,200,185,77c50d924a6227933924c80c32da53f99f580ddf182a2b2f2bb77515aadb3e63
1275,Red,25,24,300,a70aa87dc0ef0fe0ccfe7937522a3738534903a6ee4ba6fbf4b5ef8544e5a3fc
1276,Red,19,18,345,2fc7f63739860d3abf094ce5b678743cdbe858f3ea6e431401693ed734ebc05d
1277,Blue,30,29,334,bf16cb57ff54d87719a1a8d4dda73c9ed21f3b61273732e945482d46a877fc97
1278,Blue,24,23,363,6ea7ad2a82dc602ca7266eab51066b2a78a1c31669fa4f19bdaeb6e0e8a07018
1279,Blue,24,23,329,f12f949e355e135e11c089f150e20f6c1814d6e24e6fc5c74e5e86ad24b28ee0
1280,Blue,28,27,371,45770e813fd81dc21a6e38c83ac3fd6c84fc99672db60953f1a2bd31a7d4132e
1281,Blue,28,27,334,5daaeef8766ec76616e114d6a352066f2b7d0220f76967b56b44ff6854960c59
1282,Blue,30,29,361,b8df73d975841a7c5e73c5b11b2d92c145e769417f7e9950f67a3ff9f6921630
1283,Red,25,24,367,e85abf65aa192c88dfd182fa7bd381b6c8e71b1ef73b550f9d0894358926aff3
1284,Blue,34,33,378,f72e28872c642891ca284ba2171434188b68cef568abaa892d04ad283cfaac38
1285,Red,23,22,334,502f8a5fc44bd00e46b1c3d80efb6ad530212e8e73804ebd6b4af60798512d81
1286,Red,29,28,365,7f6d879f0a9a6ae53bd345fa63cbf247843abd7d9d18066cd40d0c3ec4823fcd
1287,Red,27,26,300,610244498026b3b4013a1302985385ff3afd8ccf82fed03858dc41e16a4c44b7
1288,Blue,28,27,386,f7daf76231a41ad40d4ad210ea254e02a04524aa15506c002a837037b1ae24ab
1289,Red,35,34,340,6dd172a8e3715ed01b2534180896fa86808cd2266f6f81e9627f04c31d35597d
1290,Blue,24,23,386,9f8629b93d1999b6c35ee1e8ac9aa9898e68792bcd7dc275602f85522c518bc8
1291,Blue,24,23,352,2366fef6810f5d31e8b310838558488d9df5ddff274e0eaa2214ccfd3ec92bcf
1292,Red,25,24,395,f44cb5c6d25e0f231483ab9964673adb37b1d6a77a1ff9eff65034fede1babff
1293,Red,29,28,334,6f8b8132c2e10ab3f36c841edd7624dafd435ff9491af6e8d2d6b6c0ca58f6ab
1294,Blue,34,33,350,57387b0e19be44c1e66e8b04d542c0c3ca6dbbf32e61ca3649df7d76f8211f3c
1295,Red,25,24,386,44ad3494905fff1b0ff54ed004f65dd3ebe310cd14c88ddb644ba186cbc99608
1296,Red,23,22,300,2a1bf11cfb31ff8cba5df3f99344d2c52ba5ca96d133b6533017f16e69c07edf
1297,Blue,28,27,375,ce61c02506d77ee13c9da2e9e9e52d9d72beadff3bdf532e0e0df3b8b89c91da
1298,Red,31,30,385,d08662a85bdd4ba82f6b0ed985bd6ea75dcf2582cbaabbe325f6014a6abe2590
1299,Red,31,30,367,fda979cd5e0742b0be50c8b134b8cbfbccc1ff7c0d8983c7ed10b950a040b906
1300,Red,33,32,359,2b465d37585cb383bb1647101d8cba545b00766d77118fcb2d19eba98f4f4670
1301,Red,27,26,354,5d30e80d24bf535f28e64d825ab4178cf0e7da0eb215066eae1f2de6e41ddbb0
1302,Red,25,24,382,4a6392ad6a02695aa5d99cd712c8c2988247126b82e7e14a002e97b5bf830e38
1303,Red,31,30,394,07d69a552391f43595e3ca9dc9c3b4ee27794dac1ee7c5c729db0becd8de9dd5
1304,Blue,24,23,386,1520f3a2dde7edf6b67be59873c9b5118b88ab6145ca9873d3addfff40e30b40
1305,Blue,32,31,345,861e551fc776a0cc977ae19123f4fda13d0056f36fd1c3ed82bea8abcaf9408f
1306,Blue,24,23,334,e4a5e84ff05491ac59fb276e30d0ba1ddd2478e025bdeda249a45928c8ca140a
1307,Blue,24,23,326,dd64b4e4dd22973d39a77fa2982d0938490f3422f6859746b751ad951513bd02
1308,Blue,28,27,318,e0b30a52f996c77604e6f44d3cbee8f4123f5b775ca20658dd3cabc9ac413363
1309,Red,49,48,368,0c3903c35eeb821b08e85c8108545f2e885bcf71bfc028cc43577af9e8c9235c
1310,Red,25,24,374,7ef9af17573024ad1c2c58da95b226fd934c47e487b00e5b44c687cbdf1440d1
1311,Red,21,20,299,b9fc7d49c3b69de4338482f28215015f6a36ac7cd90526411c4ee9040d9d6309
1312,Blue,28,27,384,b4e21840fa6b5c127c00d07243eec90d1790e068713258ab2f7a7b3178ee5340
1313,Red,23,22,390,5b0c49510147c46bfd35281d933b18605462a31e96dedbf31a246271d19d76b6
1314,Blue,30,29,396,f56cdc4745b864407020a1bfed4ead45ef806bfbd5ae6734ad77e89adbc92097
1315,Blue,26,25,364,773ba1fe14e68ea2751571e2015b63a6cdd56ddc37bd3880b9d2f3e09b90dd91
1316,Red,31,30,377,ac74a6d004eb39415b48480f574963cc57b647407b6dd44a14b475a774425231
1317,Blue,26,25,382,b23a48251263618313e268ae56339060e02bfe3fadddeb6f507fdcce991dcbe6
1318,Blue,22,21,288,cd54da4bdf56c3172d3a5877a27242400c4825357f7c55aeb09e1bf623f4b68e
1319,Blue,24,23,376,b63b41431772fbd8e22d4d79310a7221ce245bd1002d4ff56f63e0f3140d9fb6
1320,Blue,30,29,374,8844ca930dcd52c39980e482420c369cc2641936d31cd2803822a8aedcd2b1dd
1321,Red,35,34,370,ef9790f07f0fdc74e013ccc9b3bab1fb16becf39e6100f0212b70603f4bcd694
1322,Red,23,22,363,8b14b6dcda75f591d5c27b63844c25ecf0a0ece4d13f6a15c97c1e137c995fb8
1323,Blue,26,25,386,b22f64417fd47e97b30c502d30fe0dac1299dc50637396f901a7a8436ccd54c5
1324,Red,27,26,361,6f8f0e73655d7af5062fb95a12e9e7941763a71f9e4561c3ff96f179238f1079
1325,Blue,24,23,392,d90bcd9001020dd25445d570b997605aeaa33df6d908689890bb8f3386ec469c
1326,Blue,24,23,367,4a534380e3e6c2accb457eece588c038535be27c510d8b42ec8e09afeb090e87
1327,Blue,30,29,368,c5720edaa06ce69fd5250ab77861e15c7d2226184780f5028065446661f33d31
1328,Red,31,30,334,4de58520c26e7f35326d5b3e95c0a90380c24b6400ed14b6e9813c7fb4875227
1329,Blue,28,27,352,bba878432fd268b5545a8e88e84b5c966374523389da8cb5b1eded4be8029082
1330,Red,29,28,392,8d1c542dd0e965971f211e8a5db49de2aabb6bdc18fdbbd5355e316248d2a71b
1331,Red,25,24,334,fdb452792e926b24ab89b3ca7384f805940d858742812b53072ac5619c50de01
1332,Red,27,26,367,68ee2bcde01cc2da3533c9f5f3985767b26548ef38782516e8389f5376b244f5
1333,Blue,30,29,381,b9a1f5f639b44ca688740df63682da26d760027c2a63acde19d3130aa1b51a21
1334,Red,25,24,368,3a7a9b1f647e130a53984d0b62c0e5ff082b02f4857f3afcb5c02189c959dcc9
1335,Blue,26,25,354,a13b37c458c56c25155795a7e7463cd23d6b514f2e6704a89f1a6432e17d532a
1336,Blue,22,21,300,64929db00950293ece2924dc6067877bb19876a8b9a51400ef3a204d93e12b13
1337,Blue,30,29,386,89e5767424e49df295958ab3c6fa512d7b0503251f6eb6711c5a12e19f14a8e0
1338,Red,23,22,300,704f3838f2aada260aa4d839d333be9ae529ea16e3153f282ac3349365923ea1
1339,Red,31,30,361,1a98becc8ef48e6428f4b2d10299a9eb4e0c2dd8aa46bc743b0a82dc3846856b
1340,Red,21,20,334,f29525b1eb975de02d96fb015b6fbe14dc2ed0680fa30c600c9d5525bba8ba02
1341,Blue,32,31,374,e4a9f19c80a768781eed9a3b924e5444eb21e45d86c397f7a1df31d830fd780b
1342,Red,37,36,386,6412cd3ebb1b60aa0abf2cbd4b28ac433fc963a9d2e8dbb5b6b932a7001cd398
1343,Draw,201,200,0,3b48ff7b94d3651d6e2840a359c276b0d43d6a67be5ded8c8576b9859e37f694
1344,Blue,38,37,328,15e5cbc9582198468146bb187dd672c3815ada1763e6ac695cd97bb57de73fc5
1345,Blue,26,25,392,2ec69db4cab54ba3dfca3492061d416693c41433d893edb5a614dcf767df111e
1346,Red,33,32,343,59ac1ea1336aa440294d47648c8ef28b65eb1a0c233bd2d210e49fa1e983d3aa
1347,Blue,24,23,369,fe2d4ad07a8cd91495de1047e0c71442837ef43592f3985556ef06b75a416f08
1348,Red,27,26,386,5629baae8555ecc9dee368920d8b1fc33ccf46bdfd07c9f3e83d22d821829639
1349,Blue,40,39,352,9d1bfaa388f5c338981cef8cf7fc9b6c0381d5e490d14400d69e0087ad851a64
1350,Blue,24,23,374,8d8768dc9e649b0b4d068a66939b6fcbe38e73e5f72e2f26896a8ddcbbcf794e
1351,Red,25,24,360,4f85871609ee8f09cf1ae4049ef104ba7f23b7fbe35134e719c14afde21399a6
1352,Blue,24,23,352,c1cfbb407799b970e18a12db49bc6586e2181b05192fc8c7765709e550146383
1353,Red,27,26,370,f9e84fb5cc2863bc8caaa4168c7daab12154eec93a5d24e9d9bae0af135e06c5
1354,Red,29,28,389,29ffb41a3df8e2f036de4037aaf999758ad5d756894848d78d367018fcf692f1
1355,Red,33,32,368,67f087fa9702dd4de4445406b4bf7c705aa892960d7fbe0e8a707fe6ee280f9c
1356,Red,25,24,334,65880ffd8e9e7449668c30e041ca392ea61f87a5c47e082b0987fd0e5ba6cfed
1357,Red,29,28,390,267ef43e1aed25b54606d99b51bd1e68fa0486f8d6d58e7da3fd329fefcc3e32
1358,Blue,22,21,321,f54897b006a6577d0c1e1c21252a2433d68509816dbcee17d786759c21c40903
1359,Blue,20,19,334,951ac2ee8c52061fbcbbc15759395a6a74879a1bc09f570889a752d1ed951051
1360,Red,29,28,399,44f2b7df44d25ce76717fcb5a1d67ab23c3c668ffbaae7832c84eace8bb8ea46
1361,Red,23,22,303,3a8dd55d39670af3ebcaa6c38892019126c4d8cb6ea019b12c537ac61229fbdf
1362,Red,37,36,395,f9ecd9d982f86e6fffc950dd9fb179b92900bcabd5b8cfc916ce9bd28471a552
1363,Red,29,28,391,62fb2d99fae9ba701300cc93fc193cf32bf1d932a70ff5646e18228388c75dba
1364,Red,19,18,309,578692f950b5867acf999945885151cfb9e9b8482a00861b7e0d955f8d66fe35
1365,Blue,30,29,395,188ba6742b647e67fd1a2bb04fca69c954fbe5acadf54704d924d16ac5cbe936
1366,Blue,26,25,378,a6c4e51dd504bfac62574e689dd05718a64a187cafe11ba80d8f3d4e5af9fdcd
1367,Red,29,28,334,5ffd136aeee54bd915e6204de02f9c7b8387a6f52bb91a0ba633ad212568bc7f
1368,Blue,30,29,396,0143c9c2d9fa116cd67de762e989ceb42584aa9638ab0570a95ce17d31d6ef9a
1369,Blue,32,31,380,8461cfc937d93a726ba5737ce2ab7f946a7086a5d6f1d03110cca51dba0cdd3e
1370,Blue,28,27,392,0e55919eee727adcd97eb7bbddbf262b00565b96e6de3a485b1f85183e9cd4ea
1371,Red,27,26,363,70710100d851053c936ef09217136913e6be350a5de1028b7a2c042dacdd7a03
1372,Blue,32,31,391,cc74a45e208341e4a5aff9c95ad4fe790ad3709ad4e1449dfc2631f26f4977d4
1373,Blue,24,23,334,b98e071437ad0088214a4b3e28d153a80d2f28440077f8023e3cd3b4d674e2f6
1374,Red,23,22,366,1113589c83169ec46caedcdb1377c391370dfe469566051eade7004fd7772d5f
1375,Red,21,20,300,343036c57c2ee9f40d646900c64e0f5b8f408da148bb089ce219902fdf182034
1376,Blue,26,25,323,c3f694d9a6734a3c95d415ff35437e9655132b0c77a7cba5aca863911c98f762
1377,Blue,28,27,380,435e55742f032e6e4a198c33da7b7ceda1a6292cfe10d5f2fa57db4a02a47cc8
1378,Red,31,30,374,3cbbbb472f0ddecba525a74b18f6b9a6cda742c8602aa31cb1542fa83780070c
1379,Red,25,24,367,a5746ee6d7c82e205edf418cc98acc3c91e8addea9c6519aa23c75f883d89387
1380,Red,31,30,343,ecbdbaf1720486382bb51665910a1737d3ea1b8f4198ef1c86d2d0126e0faa71
1381,Blue,28,27,386,503f7faa4f1c1b8dd09b43a251c9a7c3473509c69acd24b8822bd8054a309f6d
1382,Red,27,26,370,8b5e615a688250bf78c471aebc350ffe88e906f149bea4ae4b6d4c2d49693510
1383,Blue,34,33,389,fe8106b54232606bdc94ff7cd939ab97d1db21b90e72f94760c90b3e1fdcac94
1384,Red,27,26,318,ce746aaf8511c10e4408d2442df11b5eebc7d1a035a6603e48c7e9616657bd95
1385,Red,27,26,360,c3dcf3a42e0056747358acd558dc5ffc2a02f44645b3d66d837265df7c928861
1386,Blue,24,23,386,d5ba284918c2956cd398aacfcac74fe7844c8d37f69e9ea25630a36d6fd0012c
1387,Blue,24,23,386,c39c6ae3765c5835fd78c771f56a0fdd0ed7b9030982c661f134520ed7f74dec
1388,Blue,28,27,352,17bef98ec86fff5cb5be7adf2907dca32a0232a6147f75eb047de8864829f44f
1389,Blue,20,19,300,5e5ab39557abdade2a4dd178c1bb7e1ca7a6b9c2b5c727e8ce0dc8412ef43961
1390,Blue,24,23,369,844ff69dc102f44f4158d4adc8d8ef37b3d0cb07daff94d32b174772256483f2
1391,Red,33,32,378,64069bdc04b759ca4b9329688c113e3bb58b102578e0a14955a21eb749a6cd7f
1392,Red,21,20,300,e52ee54e3a97ff18ae4d68a9cddf83306c4e4341718202c9f32fa81719ab78d7
1393,Blue,32,31,360,a1993ee7fa58225f2c43c4ef3ac4c42b7789b1eab3dacae14396976daf95bf14
1394,Red,25,24,334,ef3302463e10bce7f9739264a6787be43ba30531ace9bef5a10aa7ad8d27081c
1395,Red,25,24,397,1a64b450ed60faa0632124d9b8a57f9253803ef4fff82a31d5d45481aa512d2a
1396,Blue,24,23,325,e40c89665fc86d46ca47a8814d15bb0e88092a6c76beb727ab26d2423161e3b4
1397,Red,27,26,334,36feda49c9ac148134ae8096b2080c1896d479cba5882a24df04511b345c744c
1398,Red,25,24,356,12d11eec4e7132b70d31da20463ba97369e1e63cedadf03248746d2cb7b201b8
1399,Red,27,26,352,219943ce19e2bf91e3b010ec31505b48b6ac65488e0b5fd61e4e70b44312372a
1400,Red,23,22,300,00f17080bb0570aec89b69b6f5ee2c9a3ec544aec20f93d3dedc55ef9cec2e1a
1401,Blue,26,25,368,5436b370f5360c1176b26ac4b5d06ba4c449c3c3aeb2e0b9679be2f454e8bfdd
1402,Blue,26,25,386,4b09b836d2d9dd9d3caad973e53a5ee05ed8285ededa29c60eeb7e3b3aa298c2
1403,Blue,32,31,398,44effd6a42d65729baeb643253cc79c2f66c9cbec77c484b895ad0daf7a9b39f
1404,Red,29,28,388,f371ef480bb80396d107550f207017b33f9afc1b68e1f73752c78460924958fa
1405,Red,23,22,352,455aa19580d216453894ece6761b2d3baf6899a1b011bda92264d02c1ad9d996
1406,Red,27,26,334,d5f690017d7f8037c62008a3d76dd8b6ebfefcad0d19978c86d04be541102d19
1407,Red,27,26,395,7ca7f4ae9743bb3078686fcf6adab76b91a4f53bb2395f669bedf8e645440011
1408,Blue,24,23,386,64b4f79e870fc84a9775580e4998c4a1fed022f2dbaa933887ea7b9fa853fb08
1409,Blue,22,21,300,94574fc5b30880c18f37ebc35b1708232a635daa63f82016472f3f486da3af1a
1410,Blue,20,19,334,5b339569a608e0628d5cb8a3cbe85dcf4dcc16a2df23f694d8e39f0c8bb4488e
1411,Blue,26,25,322,958f1edfcc1a9e24bfdcfe8ac15161e7343fcfe985b9d2c1ef87ef32af8a21cd
1412,Blue,28,27,367,9814c0a750d2ad5693d578a2c41177769cd995ccf22d68a51c4c805509f90372
1413,Red,25,24,387,b4edaeea47511f246b25b1ce42a805f53175cba8e79e2ed0d902290365031edc
1414,Blue,24,23,364,b70f81ef09c1cd2e6c4346d2ab2a93cb6a17e5ebba8e55ee786001f39c817e46
1415,Blue,32,31,344,5f64ccf92d0a72fc6852ff0650165c37cdabe9e6258dcfe084a59a09520d9bd5
1416,Blue,22,21,321,38e18272dd90304cb788308ea8850e10b00b0abf0a70c7357200b156ab083847
1417,Red,23,22,368,ff38d42b9290bee4bd8dc61e3791ac9d1e85827deae13215cba1af8d96f65c82
1418,Blue,22,21,300,c8c596dff1e15978adc1e8567b0bf98c8f483988a08f18f11ae14e271e2531c4
1419,Red,25,24,366,22d106cb5d096b200dc7ab509a29bea21f38870ab4540bc863dbcd402851f080
1420,Red,21,20,334,86af9d36d1b18c2519f61622664e5aa6e94bf38ba855a1f961f195958feb5002
1421,Blue,28,27,354,92152eb3e70b5a679dfed383f382056e3eb8ddbd6bee6f6c096a0dc94d310a86
1422,Red,25,24,317,64601925b092ccb9addccbb6d6088d2bf4fb960fabb9db79a03a8671bc87f5ee
1423,Red,27,26,368,792b360003eec388035ece4033316cf5ddaf655f95e567fed7e77a6054a1e3c0
1424,Blue,22,21,300,c72a869e15f2d0c71708d23a6d8c372a835acf7e03588b3e4c97af122b93717b
1425,Draw,201,200,0,844842068bf5bd45049768c8f07bc1e16b3a7beb1fde59125d6db622885fb929
1426,Blue,32,31,377,a796c0188c75738ba698122841c93cbb77677b5912637f7117a3537f3f68eb5c
1427,Blue,22,21,386,cdfb4a3630dfe394a7dff4b958a10a685e426d3212768ee45363186664905c22
1428,Blue,24,23,289,f4b8e1788e1d19bf273c7f0d773bc4675512a17c134e72fcb5dd71ef55f3071c
1429,Red,31,30,375,73187733a3a76d621e9725243eaa4f6338a3c69838d9dc8e0f19b272a087460b
1430,Red,25,24,336,86ed74c9773308d62bd4840b9db2338a4a938101d1184c9883c203e9acd1aa03
1431,Blue,24,23,368,6eb8c7bc1e64062b1ae819651334fe8cf808d369a660903b1019eed3a3465d68
1432,Blue,20,19,300,bcb548f72152959eadf3ab7f67cac784612c261ac6beab8357ee461b7714ec0a
1433,Blue,32,31,368,708bf8ef38db56db12b63966efa219c6504f4c7e4f36fba816ab801d5ccad287
1434,Blue,34,33,369,cbecd32e3cd94a9d14e15c29d703e5d2a89c930fe6212c0101864b70cc4d5556
1435,Red,29,28,392,c91e3ef1764c3d2dfa423d60e3b20d4b75761ee05a53b1ffe1d1d1dbc2786d25
1436,Blue,24,23,367,5823ad214201cb8b85cbd9a44d8d4480bd8147da7b72ab9228b95e8a0c6f4676
1437,Blue,26,25,334,12614befd3971c58761f73cc454658b5796bf422ed0a5d618290d887b0ed1c02
1438,Red,25,24,358,da68da719a27859842c5912098d9c99e5fb288d71f7fa47a0a45c865e4801b88
1439,Red,31,30,397,2e828cdadb85e558a9f38283f4721339befae9a6b4a48d56f34b666e8fdda4e1
1440,Blue,24,23,300,3248254f39939e49ec1042a2ca3ad5cf8db78082b3fa1ae7ea9475f560e2e5ce
1441,Blue,30,29,346,2ed150b6676a65ae3a05bf6520cc92c62f98c72d8fd4c664dfdb4a33d67a01dc
1442,Red,23,22,386,edaeb4a7bba42685059ef5e28004a8336809245a0e67b458453dd824ebb311c9
1443,Draw,201,200,52,1fb667b9cdff2cef49f2e2a50427d2cf791adc7c4a26b40b7c88bbfcdb528f32
1444,Red,31,30,353,838f381ad1f3fc58e80b1a357501c2826a034b380141798a85daa431383b6bc1
1445,Red,21,20,386,17429f1efd3b7a5f8445142ef1012f3bc4bed83038dffb3a5c121ce54eb81add
1446,Blue,34,33,381,70189868ab171b904615f87703b41d2742ef175195dd3a81759c0faf596a78e8
1447,Blue,30,29,375,4eb406e81cd40083dc3c37ac24d4d9122b3e9cd184ae8b808034c427c70de03a
1448,Blue,28,27,334,cc725488b8063d9518df2f30541e23631aa59fa5ed2d5c1cae15888f3de4a8ea
1449,Blue,28,27,386,70f7cdb5755dc58d2ee8d2e30dea30a1cc67d85475d6314912fab36aae2988f5
1450,Red,25,24,334,d027e525b85104561eddbc2ded21404f87c824a9abede8b798b3fa552291a903
1451,Red,29,28,370,9ffd92e990f51ab8bc8b519057911c07c0411fe8e635ac56296805728aa2d749
1452,Blue,24,23,329,05c3a56b93466695b879e5db6a166f1479d5d99f6255cda5296d0ac476d3c23a
1453,Draw,201,200,0,2891d56e06fbae50254b69a9dd38e610e6bb01bba221c8533846cf1b71789cfa
1454,Red,21,20,356,24c1d9a85c5d4a83e24e65d42f2adc8d6d90b1d0dedc09287da0f0c2638abe15
1455,Red,27,26,350,87c7e64ffc12850949921b965632a04728682eb7683dcffbb9e8f70d013d9d27
1456,Red,27,26,334,f11d5e476eb39217babe9eb61ee9bc50ef6b15bdf0c05af207b99e98eb2fb5e3
1457,Blue,24,23,342,711b4e999fba74ce83002f0c214b66a9b533c7a4f38d43cad3377d70b156cb4e
1458,Red,25,24,322,af6229fb9a3aa557fecd5d8dfc7d3e28b587af0ef0a3ca59f2d45e767d419212
1459,Blue,20,19,298,71ff334abcef98af898baa80892adb118969fc6554ca6cd3bf92dccb359ea35d
1460,Blue,30,29,356,2f99c8aae4faee599efda306bcb43f100a30ea2f5aa687ffe607c324efb90b2f
1461,Blue,26,25,300,87337b5ad51896f7ad98b0a9f5f82e33b7af1d0c1fb35a4adc10aca6e19fa3a6
1462,Blue,26,25,383,68009686a201bf7ef417e112f415b1eba237efa157ca0cf19444090a9ac11ffe
1463,Blue,22,21,300,94597d5b8d78d582906dfefaa19bbe5038c37bb2023a5fea54b83d3acd2a8c51
1464,Red,31,30,379,7c7591fbc79bedef34f0bfa53fc47f1e5b71bc1c23e2c350a16170f994dce199
1465,Red,23,22,355,d87009fb4a9863a5e3e1d573aec9518744a21608663b680247f660883e5e821b
1466,Blue,28,27,340,3fd9bd323c580f43142fcbdf7a77e7bb1fe4804bfb18f9d9185b4fd2f1b73a02
1467,Red,25,24,356,7ca30510d1754743628ae5b0d565afb35d7936aef672f4cb06871d31042d8327
1468,Red,29,28,370,bfeb7138b7d668167bfca8b86486c624d7f4da25199d5e7bbc1675f715f3a12b
1469,Blue,22,21,321,687a01359ee7167f059d12c88f530b3e35dd5b11eead6972a9903748fd0cebd1
1470,Red,33,32,392,bf6537fd72f3ab34080f46e2e1960d45ac3b2e78f59b16c1cc3d5fa82cbb02e6
1471,Blue,26,25,375,ca6fce97631be2c72843c661bc6a433a708b0aa09cbd873c748c9f17fc65c6d8
1472,Blue,24,23,334,59122dbd917be182870209699ffb769a62a538a2ca8fa34a7e3cbc3df937ecc2
1473,Blue,22,21,366,84e6561c1c1ba34b184f490f7b5c5d7a5e943b9bddf3bf0731804dd6aa5e8abb
1474,Blue,32,31,364,2b6f414909cdcba334b6b3126aa93944c02a80a59fd615599f24726022730f1c
1475,Red,25,24,300,d16aebd67e01bc0e8e1643729b077b7f82363bc70fd17f044d34bd0618dcf84a
1476,Red,23,22,371,5b969548c6cdd9346f6d28ec0edd760aef0f7e7d1d5d0beb2a2e29bc492031fb
1477,Red,27,26,369,d6e12bba8744d903344c5fd57237ed59512539af360e0c78833dc3e161534e29
1478,Blue,28,27,389,414d1303ce8886a977a3cb811f5e3676c71a98cebbeb80fd2e317be623508b59
1479,Blue,22,21,343,c270382d5cd56caccf17223e6726ee6808c279f175b2c1d92a770f69c7d59211
1480,Blue,26,25,386,42cca8d4e8778821941343243f8a6a2cc7be719c50a0109196aae6a51a52bb3a
1481,Red,27,26,347,38a86efd5792311728d3434d1c1517253e46aec9dd2a2a4e7538ed7ca90b4a31
1482,Red,27,26,380,428dbe844b96bc14ad038632e0fc5ac7a740401274feee0fe112c4158e2d0f12
1483,Blue,20,19,300,2d55cc5a5af2fd986b109c3722083ad52669f59ff953e992b53ebc5de05c3e09
1484,Blue,26,25,334,446d737c0ea64597737fe31f21794ddab5892f5f87e5e2a8e6dd3cb8fb37387f
1485,Blue,24,23,348,4bac9950c8a2c9fc15426673047b6a877b5c0bd75a66670f277c89b1b1c9a9b2
1486,Blue,22,21,389,5e556b28b6320849ffbc105939e78a60322c53594bb3bb824451b1e9b5d044bf
1487,Red,29,28,359,2c2a8e511e83b130ac1b237badd9e2cf65c801598e667a4a6cc087e29b2f1461
1488,Blue,24,23,300,2eac07735039a5531e71e42ad65c755bdea0693eef70711276ec5cc0a0e46c9c
1489,Red,23,22,323,8106158adab65212fece9a0ee6eb89af60a97dc145837be8833a0c6875dbf46f
1490,Red,33,32,379,9bed7e399bbac3d679dede271c43f9827aa8ff6fbfacfc54a16c8f3808c22097
1491,Red,23,22,397,c73aaa57ba565362b8480608ef6d5b494f77a1186e0a3e7273893db15288578c
1492,Blue,28,27,350,21c4564b44bd9e4a9386fd0037f024f01303fe392ffbe2fc4964351b031c01d2
1493,Blue,24,23,334,5a2a270ed6d49661608d87aebcf1f1a8e2e23d8f3f0f9655c35b35764f7d8784
1494,Blue,26,25,368,7f61db99dd18c74e30b8fa57b6a6a27b56d004bd78409d493aff9bb140b72cc1
1495,Blue,24,23,362,deb0c71910a2f21e0ec95c42c0d6b9f2729cc3c0cfa556aa70d902e4f7d905ce
1496,Red,31,30,346,621e8209e5a2fedd22522c98de362af02b403d0c71dd75b126faa451e0a5e181
1497,Red,29,28,395,b4b3155c393f761f4001ad864d078a6c2e260723c52a134a2c1a11bbe7d4bdb7
1498,Blue,26,25,370,b0383db1edf9631461c2ebc985aea5b6c2c7795808d56b7d4b5b6851f4f43a34
1499,Blue,30,29,371,d7b4ee9727b00679f413ed3fa316ba44a3c363c6b9cacc525c6aa93958e77861
